0,,"何だか怖いです――
妙な胸騒ぎがして――",,ui\00_message\pawn\talk\stage\feature0012\persona02.gmd,\pw_talk\pt_feature0012_persona02.arc,pt_feature0012_persona02.arc,0
0,,"か、覚者さま！
何が出てくるかわからない島です
もっと慎重に、慎重に――",,ui\00_message\pawn\talk\stage\feature0012\persona02.gmd,\pw_talk\pt_feature0012_persona02.arc,pt_feature0012_persona02.arc,1
0,,"海岸沿いの崖、見ましたか――？
もしあそこで足を踏み外したら――
うう、考えないようにします",,ui\00_message\pawn\talk\stage\feature0012\persona02.gmd,\pw_talk\pt_feature0012_persona02.arc,pt_feature0012_persona02.arc,2
0,,"高いところから海を見渡してみるとあまりに大きくて
自分には何がなんだかわからなくなってきます",,ui\00_message\pawn\talk\stage\feature0012\persona02.gmd,\pw_talk\pt_feature0012_persona02.arc,pt_feature0012_persona02.arc,3
0,,"資材になりそうなものは確保しておきましょう
案外レスタニアのものと同じように
使えるかも知れませんし――",,ui\00_message\pawn\talk\stage\feature0012\persona02.gmd,\pw_talk\pt_feature0012_persona02.arc,pt_feature0012_persona02.arc,4
0,,"まさかレスタニアを離れての冒険ができるとは！
危険であることを踏まえても、胸が高鳴ります！",,ui\00_message\pawn\talk\stage\feature0012\persona03.gmd,\pw_talk\pt_feature0012_persona03.arc,pt_feature0012_persona03.arc,0
0,,"新手の侵食魔はもちろん、魔物以外にも
脅威となるものがあるかも知れません
注意しておくにこしたことはないですね！",,ui\00_message\pawn\talk\stage\feature0012\persona03.gmd,\pw_talk\pt_feature0012_persona03.arc,pt_feature0012_persona03.arc,1
0,,"マスター、足元にはご注意を！
高低差が多い地形です",,ui\00_message\pawn\talk\stage\feature0012\persona03.gmd,\pw_talk\pt_feature0012_persona03.arc,pt_feature0012_persona03.arc,2
0,,大海原を一望するというのは気分が良いものですね！,,ui\00_message\pawn\talk\stage\feature0012\persona03.gmd,\pw_talk\pt_feature0012_persona03.arc,pt_feature0012_persona03.arc,3
0,,"採取も大切な調査の一つです！
役立ちそうなものがあれば持ち帰りましょう",,ui\00_message\pawn\talk\stage\feature0012\persona03.gmd,\pw_talk\pt_feature0012_persona03.arc,pt_feature0012_persona03.arc,4
0,,"採取も大切な調査の一つです！
役立ちそうなものがあれば持ち帰りましょう",,ui\00_message\pawn\talk\stage\feature0012\persona04.gmd,\pw_talk\pt_feature0012_persona04.arc,pt_feature0012_persona04.arc,0
0,,"採取も大切な調査の一つです！
役立ちそうなものがあれば持ち帰りましょう",,ui\00_message\pawn\talk\stage\feature0012\persona04.gmd,\pw_talk\pt_feature0012_persona04.arc,pt_feature0012_persona04.arc,1
0,,"周囲を海に囲まれた孤島故、
落下の危険性には常に留意を",,ui\00_message\pawn\talk\stage\feature0012\persona04.gmd,\pw_talk\pt_feature0012_persona04.arc,pt_feature0012_persona04.arc,2
0,,"広大な海を目にすると、
初心に立ち返ることができるという――",,ui\00_message\pawn\talk\stage\feature0012\persona04.gmd,\pw_talk\pt_feature0012_persona04.arc,pt_feature0012_persona04.arc,3
0,,"たとえ未知の物であっても採取を勧める
利用方法を含め、綿密なる調査を",,ui\00_message\pawn\talk\stage\feature0012\persona04.gmd,\pw_talk\pt_feature0012_persona04.arc,pt_feature0012_persona04.arc,4
0,,"ここにいると何だか胸騒ぎがします
悲しみ、焦りに似た――形容しがたい気分です",,ui\00_message\pawn\talk\stage\feature0012\persona05.gmd,\pw_talk\pt_feature0012_persona05.arc,pt_feature0012_persona05.arc,0
0,,"侵食魔との交戦時にはご注意を、覚者さま
侵食状態はかなり厄介ですからね",,ui\00_message\pawn\talk\stage\feature0012\persona05.gmd,\pw_talk\pt_feature0012_persona05.arc,pt_feature0012_persona05.arc,1
0,,"まさに絶海の孤島といった島ですね
海が見えるのは素敵ですが、足を滑らせると事ですよ
くれぐれもお気をつけて",,ui\00_message\pawn\talk\stage\feature0012\persona05.gmd,\pw_talk\pt_feature0012_persona05.arc,pt_feature0012_persona05.arc,2
0,,"海に囲まれているからか、風が心地いいですね
異変が起きていなければ趣のある島だったでしょうに",,ui\00_message\pawn\talk\stage\feature0012\persona05.gmd,\pw_talk\pt_feature0012_persona05.arc,pt_feature0012_persona05.arc,3
0,,"レスタニアでは見ないものが多いですね
是非持ち帰り、その真価を問いたいものです",,ui\00_message\pawn\talk\stage\feature0012\persona05.gmd,\pw_talk\pt_feature0012_persona05.arc,pt_feature0012_persona05.arc,4
0,,"うーん、なんでしょう？
この島に立った時から、変な気分です――
何だかざわざわします",,ui\00_message\pawn\talk\stage\feature0012\persona06.gmd,\pw_talk\pt_feature0012_persona06.arc,pt_feature0012_persona06.arc,0
0,,"あのキノコが生えたみたいな魔物、
変な粉を飛ばしたりして気持ち悪いですよね
死角から襲われないように気を付けなきゃ",,ui\00_message\pawn\talk\stage\feature0012\persona06.gmd,\pw_talk\pt_feature0012_persona06.arc,pt_feature0012_persona06.arc,1
0,,"海を覗いたら、吸い込まれちゃいそうでした――！
あ、落ちちゃうと大変ですから、
覚者さまも足元には注意してくださいね",,ui\00_message\pawn\talk\stage\feature0012\persona06.gmd,\pw_talk\pt_feature0012_persona06.arc,pt_feature0012_persona06.arc,2
0,,"ブリアの浜辺から見る海と
この島から見下ろす海は全然違いますね！",,ui\00_message\pawn\talk\stage\feature0012\persona06.gmd,\pw_talk\pt_feature0012_persona06.arc,pt_feature0012_persona06.arc,3
0,,"ここ、珍しいものがありそうですね！
色々探してみましょうよ、覚者さま！",,ui\00_message\pawn\talk\stage\feature0012\persona06.gmd,\pw_talk\pt_feature0012_persona06.arc,pt_feature0012_persona06.arc,4
0,,"あんまり長居したいような雰囲気じゃありませんね
パッと見た感じはキレイな島なんですが、
何といってもコレじゃぁな――",,ui\00_message\pawn\talk\stage\feature0012\persona07.gmd,\pw_talk\pt_feature0012_persona07.arc,pt_feature0012_persona07.arc,0
0,,"何の前情報も無ぇ島ですからね、
今まで以上に警戒して探索していきましょう",,ui\00_message\pawn\talk\stage\feature0012\persona07.gmd,\pw_talk\pt_feature0012_persona07.arc,pt_feature0012_persona07.arc,1
0,,"おっと、覚者様！
足元には気を付けてくださいよ
あちこち岩と崖だらけですぜ",,ui\00_message\pawn\talk\stage\feature0012\persona07.gmd,\pw_talk\pt_feature0012_persona07.arc,pt_feature0012_persona07.arc,2
0,,"海に囲まれた岩壁の孤島――
こりゃ何も起こらない方が不思議ってもんですぜ
いや、俺の勘ですがね",,ui\00_message\pawn\talk\stage\feature0012\persona07.gmd,\pw_talk\pt_feature0012_persona07.arc,pt_feature0012_persona07.arc,3
0,,"何か見つけたら取り敢えず採って帰りましょうや
ま、損になるこたねぇでしょう",,ui\00_message\pawn\talk\stage\feature0012\persona07.gmd,\pw_talk\pt_feature0012_persona07.arc,pt_feature0012_persona07.arc,4
0,,"マスター、足元にはお気をつけて
崖が多くて危ないわ",,ui\00_message\pawn\talk\stage\feature0012\persona08.gmd,\pw_talk\pt_feature0012_persona08.arc,pt_feature0012_persona08.arc,0
0,,ううん、海が近いと潮風でお肌が荒れちゃうのよね,,ui\00_message\pawn\talk\stage\feature0012\persona08.gmd,\pw_talk\pt_feature0012_persona08.arc,pt_feature0012_persona08.arc,1
0,,"持ち帰れるものは持ち帰りましょう
意外と有用な新素材になるかもしれないわ",,ui\00_message\pawn\talk\stage\feature0012\persona08.gmd,\pw_talk\pt_feature0012_persona08.arc,pt_feature0012_persona08.arc,2
0,,"マスターと共に青い海を臨む孤島へ――
もう、侵食魔さえ居なければ素敵な旅だったのに！",,ui\00_message\pawn\talk\stage\feature0012\persona08.gmd,\pw_talk\pt_feature0012_persona08.arc,pt_feature0012_persona08.arc,3
0,,"マスターと共に青い海を臨む孤島へ――
もう、侵食魔さえ居なければ素敵な旅だったのに！",,ui\00_message\pawn\talk\stage\feature0012\persona08.gmd,\pw_talk\pt_feature0012_persona08.arc,pt_feature0012_persona08.arc,4
0,,"これほど広い海を一望したのは初めてです
海の果てには何があるのでしょう――",,ui\00_message\pawn\talk\stage\feature0013\persona01.gmd,\pw_talk\pt_feature0013_persona01.arc,pt_feature0013_persona01.arc,0
0,,何か使えそうなものがあれば持って帰りましょう,,ui\00_message\pawn\talk\stage\feature0013\persona01.gmd,\pw_talk\pt_feature0013_persona01.arc,pt_feature0013_persona01.arc,1
0,,"大地に変色が見られますね
元々このような地質なのか、それとも――
どちらにせよ、何だか禍々しいような印象を受けます",,ui\00_message\pawn\talk\stage\feature0013\persona01.gmd,\pw_talk\pt_feature0013_persona01.arc,pt_feature0013_persona01.arc,2
0,,"この地は全てが未知の領域です
覚者さま、くれぐれもお気をつけください",,ui\00_message\pawn\talk\stage\feature0013\persona01.gmd,\pw_talk\pt_feature0013_persona01.arc,pt_feature0013_persona01.arc,3
0,,"切り立った岩で構成された島のようですね
足元にはくれぐれもご注意を",,ui\00_message\pawn\talk\stage\feature0013\persona01.gmd,\pw_talk\pt_feature0013_persona01.arc,pt_feature0013_persona01.arc,4
0,,"何だか怖いです――
妙な胸騒ぎがして――",,ui\00_message\pawn\talk\stage\feature0013\persona02.gmd,\pw_talk\pt_feature0013_persona02.arc,pt_feature0013_persona02.arc,0
0,,"か、覚者さま！
何が出てくるかわからない島です
もっと慎重に、慎重に――",,ui\00_message\pawn\talk\stage\feature0013\persona02.gmd,\pw_talk\pt_feature0013_persona02.arc,pt_feature0013_persona02.arc,1
0,,"海岸沿いの崖、見ましたか――？
もしあそこで足を踏み外したら――
うう、考えないようにします",,ui\00_message\pawn\talk\stage\feature0013\persona02.gmd,\pw_talk\pt_feature0013_persona02.arc,pt_feature0013_persona02.arc,2
0,,"高いところから海を見渡してみるとあまりに大きくて
自分には何がなんだかわからなくなってきます",,ui\00_message\pawn\talk\stage\feature0013\persona02.gmd,\pw_talk\pt_feature0013_persona02.arc,pt_feature0013_persona02.arc,3
0,,"資材になりそうなものは確保しておきましょう
案外レスタニアのものと同じように
使えるかも知れませんし――",,ui\00_message\pawn\talk\stage\feature0013\persona02.gmd,\pw_talk\pt_feature0013_persona02.arc,pt_feature0013_persona02.arc,4
0,,"まさかレスタニアを離れての冒険ができるとは！
危険であることを踏まえても、胸が高鳴ります！",,ui\00_message\pawn\talk\stage\feature0013\persona03.gmd,\pw_talk\pt_feature0013_persona03.arc,pt_feature0013_persona03.arc,0
0,,"新手の侵食魔はもちろん、魔物以外にも
脅威となるものがあるかも知れません
注意しておくにこしたことはないですね！",,ui\00_message\pawn\talk\stage\feature0013\persona03.gmd,\pw_talk\pt_feature0013_persona03.arc,pt_feature0013_persona03.arc,1
0,,"マスター、足元にはご注意を！
高低差が多い地形です",,ui\00_message\pawn\talk\stage\feature0013\persona03.gmd,\pw_talk\pt_feature0013_persona03.arc,pt_feature0013_persona03.arc,2
0,,大海原を一望するというのは気分が良いものですね！,,ui\00_message\pawn\talk\stage\feature0013\persona03.gmd,\pw_talk\pt_feature0013_persona03.arc,pt_feature0013_persona03.arc,3
0,,"採取も大切な調査の一つです！
役立ちそうなものがあれば持ち帰りましょう",,ui\00_message\pawn\talk\stage\feature0013\persona03.gmd,\pw_talk\pt_feature0013_persona03.arc,pt_feature0013_persona03.arc,4
0,,"この島に充満する不穏な空気
侵食魔によるものか、それとも――",,ui\00_message\pawn\talk\stage\feature0013\persona04.gmd,\pw_talk\pt_feature0013_persona04.arc,pt_feature0013_persona04.arc,0
0,,"ここは前人未到の地
地理、魔物、自然物――
全てにおいて警戒を怠らぬよう",,ui\00_message\pawn\talk\stage\feature0013\persona04.gmd,\pw_talk\pt_feature0013_persona04.arc,pt_feature0013_persona04.arc,1
0,,"周囲を海に囲まれた孤島故、
落下の危険性には常に留意を",,ui\00_message\pawn\talk\stage\feature0013\persona04.gmd,\pw_talk\pt_feature0013_persona04.arc,pt_feature0013_persona04.arc,2
0,,"広大な海を目にすると、
初心に立ち返ることができるという――",,ui\00_message\pawn\talk\stage\feature0013\persona04.gmd,\pw_talk\pt_feature0013_persona04.arc,pt_feature0013_persona04.arc,3
0,,"たとえ未知の物であっても採取を勧める
利用方法を含め、綿密なる調査を",,ui\00_message\pawn\talk\stage\feature0013\persona04.gmd,\pw_talk\pt_feature0013_persona04.arc,pt_feature0013_persona04.arc,4
0,,"ここにいると何だか胸騒ぎがします
悲しみ、焦りに似た――形容しがたい気分です",,ui\00_message\pawn\talk\stage\feature0013\persona05.gmd,\pw_talk\pt_feature0013_persona05.arc,pt_feature0013_persona05.arc,0
0,,"侵食魔との交戦時にはご注意を、覚者さま
侵食状態はかなり厄介ですからね",,ui\00_message\pawn\talk\stage\feature0013\persona05.gmd,\pw_talk\pt_feature0013_persona05.arc,pt_feature0013_persona05.arc,1
0,,"まさに絶海の孤島といった島ですね
海が見えるのは素敵ですが、足を滑らせると事ですよ
くれぐれもお気をつけて",,ui\00_message\pawn\talk\stage\feature0013\persona05.gmd,\pw_talk\pt_feature0013_persona05.arc,pt_feature0013_persona05.arc,2
0,,"海に囲まれているからか、風が心地いいですね
異変が起きていなければ趣のある島だったでしょうに",,ui\00_message\pawn\talk\stage\feature0013\persona05.gmd,\pw_talk\pt_feature0013_persona05.arc,pt_feature0013_persona05.arc,3
0,,"レスタニアでは見ないものが多いですね
是非持ち帰り、その真価を問いたいものです",,ui\00_message\pawn\talk\stage\feature0013\persona05.gmd,\pw_talk\pt_feature0013_persona05.arc,pt_feature0013_persona05.arc,4
0,,"うーん、なんでしょう？
この島に立った時から、変な気分です――
何だかざわざわします",,ui\00_message\pawn\talk\stage\feature0013\persona06.gmd,\pw_talk\pt_feature0013_persona06.arc,pt_feature0013_persona06.arc,0
0,,"あのキノコが生えたみたいな魔物、
変な粉を飛ばしたりして気持ち悪いですよね
死角から襲われないように気を付けなきゃ",,ui\00_message\pawn\talk\stage\feature0013\persona06.gmd,\pw_talk\pt_feature0013_persona06.arc,pt_feature0013_persona06.arc,1
0,,"海を覗いたら、吸い込まれちゃいそうでした――！
あ、落ちちゃうと大変ですから、
覚者さまも足元には注意してくださいね",,ui\00_message\pawn\talk\stage\feature0013\persona06.gmd,\pw_talk\pt_feature0013_persona06.arc,pt_feature0013_persona06.arc,2
0,,"ブリアの浜辺から見る海と
この島から見下ろす海は全然違いますね！",,ui\00_message\pawn\talk\stage\feature0013\persona06.gmd,\pw_talk\pt_feature0013_persona06.arc,pt_feature0013_persona06.arc,3
0,,"ここ、珍しいものがありそうですね！
色々探してみましょうよ、覚者さま！",,ui\00_message\pawn\talk\stage\feature0013\persona06.gmd,\pw_talk\pt_feature0013_persona06.arc,pt_feature0013_persona06.arc,4
0,,"あんまり長居したいような雰囲気じゃありませんね
パッと見た感じはキレイな島なんですが、
何といってもコレじゃぁな――",,ui\00_message\pawn\talk\stage\feature0013\persona07.gmd,\pw_talk\pt_feature0013_persona07.arc,pt_feature0013_persona07.arc,0
0,,"何の前情報も無ぇ島ですからね、
今まで以上に警戒して探索していきましょう",,ui\00_message\pawn\talk\stage\feature0013\persona07.gmd,\pw_talk\pt_feature0013_persona07.arc,pt_feature0013_persona07.arc,1
0,,"おっと、覚者様！
足元には気を付けてくださいよ
あちこち岩と崖だらけですぜ",,ui\00_message\pawn\talk\stage\feature0013\persona07.gmd,\pw_talk\pt_feature0013_persona07.arc,pt_feature0013_persona07.arc,2
0,,"海に囲まれた岩壁の孤島――
こりゃ何も起こらない方が不思議ってもんですぜ
いや、俺の勘ですがね",,ui\00_message\pawn\talk\stage\feature0013\persona07.gmd,\pw_talk\pt_feature0013_persona07.arc,pt_feature0013_persona07.arc,3
0,,"何か見つけたら取り敢えず採って帰りましょうや
ま、損になるこたねぇでしょう",,ui\00_message\pawn\talk\stage\feature0013\persona07.gmd,\pw_talk\pt_feature0013_persona07.arc,pt_feature0013_persona07.arc,4
0,,"マスター、足元にはお気をつけて
崖が多くて危ないわ",,ui\00_message\pawn\talk\stage\feature0013\persona08.gmd,\pw_talk\pt_feature0013_persona08.arc,pt_feature0013_persona08.arc,0
0,,ううん、海が近いと潮風でお肌が荒れちゃうのよね,,ui\00_message\pawn\talk\stage\feature0013\persona08.gmd,\pw_talk\pt_feature0013_persona08.arc,pt_feature0013_persona08.arc,1
0,,"持ち帰れるものは持ち帰りましょう
意外と有用な新素材になるかもしれないわ",,ui\00_message\pawn\talk\stage\feature0013\persona08.gmd,\pw_talk\pt_feature0013_persona08.arc,pt_feature0013_persona08.arc,2
0,,"マスターと共に青い海を臨む孤島へ――
もう、侵食魔さえ居なければ素敵な旅だったのに！",,ui\00_message\pawn\talk\stage\feature0013\persona08.gmd,\pw_talk\pt_feature0013_persona08.arc,pt_feature0013_persona08.arc,3
0,,"この島では何が起こるかわからないから、
いつも以上に注意してほしいの――お願いよ",,ui\00_message\pawn\talk\stage\feature0013\persona08.gmd,\pw_talk\pt_feature0013_persona08.arc,pt_feature0013_persona08.arc,4
0,,"美しい自然に恵まれた場所ですね
――そこにも花が咲いていますよ！",,ui\00_message\pawn\talk\stage\feature0014\persona01.gmd,\pw_talk\pt_feature0014_persona01.arc,pt_feature0014_persona01.arc,0
0,,"澄んだ水が流れる、きれいな川がありますね
ただし、水辺に棲む魔物もいるのでご注意ください",,ui\00_message\pawn\talk\stage\feature0014\persona01.gmd,\pw_talk\pt_feature0014_persona01.arc,pt_feature0014_persona01.arc,1
0,,"フィンダムの魔物は鮮やかな体色をしていますね！
この辺りは、特にそういった魔物が多いのでしょうか",,ui\00_message\pawn\talk\stage\feature0014\persona01.gmd,\pw_talk\pt_feature0014_persona01.arc,pt_feature0014_persona01.arc,2
0,,"周辺に村は無いのでしょうか
あまり人の気配がしません",,ui\00_message\pawn\talk\stage\feature0014\persona01.gmd,\pw_talk\pt_feature0014_persona01.arc,pt_feature0014_persona01.arc,3
0,,"このような美しい森が侵食魔に
侵されないよう、力を尽くさなければいけませんね",,ui\00_message\pawn\talk\stage\feature0014\persona01.gmd,\pw_talk\pt_feature0014_persona01.arc,pt_feature0014_persona01.arc,4
0,,"川のせせらぎが聞こえてきます――
なんだか落ち着きますね",,ui\00_message\pawn\talk\stage\feature0014\persona02.gmd,\pw_talk\pt_feature0014_persona02.arc,pt_feature0014_persona02.arc,0
0,,"川の水がすごくきれい――
足を浸したら気持ちが良さそうです",,ui\00_message\pawn\talk\stage\feature0014\persona02.gmd,\pw_talk\pt_feature0014_persona02.arc,pt_feature0014_persona02.arc,1
0,,"フィンダムの魔物って
キラキラした色のものが多いですよね
ちょっとかわいいな、なんて――",,ui\00_message\pawn\talk\stage\feature0014\persona02.gmd,\pw_talk\pt_feature0014_persona02.arc,pt_feature0014_persona02.arc,2
0,,"動物の気配はします――
でも、あまり人の気配はしないみたいです",,ui\00_message\pawn\talk\stage\feature0014\persona02.gmd,\pw_talk\pt_feature0014_persona02.arc,pt_feature0014_persona02.arc,3
0,,"ここ、とてもきれいですよね
荒れ果ててしまわないように
侵食のこと、どうにかしないと――",,ui\00_message\pawn\talk\stage\feature0014\persona02.gmd,\pw_talk\pt_feature0014_persona02.arc,pt_feature0014_persona02.arc,4
0,,"マスター、深呼吸すると気持ちが良いですよ！
木々が多く、水が澄んでいるお陰でしょうね",,ui\00_message\pawn\talk\stage\feature0014\persona03.gmd,\pw_talk\pt_feature0014_persona03.arc,pt_feature0014_persona03.arc,0
0,,"ああ、きれいな川や湖を見ると
泳ぎたくなってしまいます！
後で、浅瀬に足を浸けにいきませんか？",,ui\00_message\pawn\talk\stage\feature0014\persona03.gmd,\pw_talk\pt_feature0014_persona03.arc,pt_feature0014_persona03.arc,1
0,,"先ほど、美しい小鳥を見たのですが
近寄ってみると、鮮やかな色をした虫でした――",,ui\00_message\pawn\talk\stage\feature0014\persona03.gmd,\pw_talk\pt_feature0014_persona03.arc,pt_feature0014_persona03.arc,2
0,,"これほど自然に恵まれているというのに
人の気配があまりしません、不思議です",,ui\00_message\pawn\talk\stage\feature0014\persona03.gmd,\pw_talk\pt_feature0014_persona03.arc,pt_feature0014_persona03.arc,3
0,,"この美しい自然を守り抜くのも
我々の使命の一つなのでしょうね、マスター！",,ui\00_message\pawn\talk\stage\feature0014\persona03.gmd,\pw_talk\pt_feature0014_persona03.arc,pt_feature0014_persona03.arc,4
0,,"豊富かつ澄んだ湧き水――
木々もその恩恵を受けている",,ui\00_message\pawn\talk\stage\feature0014\persona04.gmd,\pw_talk\pt_feature0014_persona04.arc,pt_feature0014_persona04.arc,0
0,,"水辺には水棲の魔物も潜む
近寄る際には警戒を怠らぬよう進言する",,ui\00_message\pawn\talk\stage\feature0014\persona04.gmd,\pw_talk\pt_feature0014_persona04.arc,pt_feature0014_persona04.arc,1
0,,"生物は棲息地の影響を受けると聞く
フィンダムの魔物の体色は
この大陸の植物に影響されているのか――",,ui\00_message\pawn\talk\stage\feature0014\persona04.gmd,\pw_talk\pt_feature0014_persona04.arc,pt_feature0014_persona04.arc,2
0,,"人の気配は少ない
周辺に村が存在しない様子",,ui\00_message\pawn\talk\stage\feature0014\persona04.gmd,\pw_talk\pt_feature0014_persona04.arc,pt_feature0014_persona04.arc,3
0,,"この恵まれた自然を守るべく
侵食を食い止めることが急務――",,ui\00_message\pawn\talk\stage\feature0014\persona04.gmd,\pw_talk\pt_feature0014_persona04.arc,pt_feature0014_persona04.arc,4
0,,"風光明媚とは正にこのこと――
清らかな眺めではありませんか",,ui\00_message\pawn\talk\stage\feature0014\persona05.gmd,\pw_talk\pt_feature0014_persona05.arc,pt_feature0014_persona05.arc,0
0,,"いかがです、穏やかな川のせせらぎに
しばし耳を傾けてみるというのは――
あまりに集中して魔物の接近を許すことのないよう
気を付けなければなりませんがね",,ui\00_message\pawn\talk\stage\feature0014\persona05.gmd,\pw_talk\pt_feature0014_persona05.arc,pt_feature0014_persona05.arc,1
0,,"フィンダムの草花は色鮮やかですね
この地の魔物が派手な体色をしているのも頷けます",,ui\00_message\pawn\talk\stage\feature0014\persona05.gmd,\pw_talk\pt_feature0014_persona05.arc,pt_feature0014_persona05.arc,2
0,,"どうやら、周辺に村が無いせいか
他にこの風景を楽しむ人はいないようですね――",,ui\00_message\pawn\talk\stage\feature0014\persona05.gmd,\pw_talk\pt_feature0014_persona05.arc,pt_feature0014_persona05.arc,3
0,,"覚者殿、この見事な風景
ぜひとも侵食から守り抜きたいものですね",,ui\00_message\pawn\talk\stage\feature0014\persona05.gmd,\pw_talk\pt_feature0014_persona05.arc,pt_feature0014_persona05.arc,4
0,,"花がたくさん咲いて、きれいな森ですね！
こんなに色んな色の花が一度に咲く場所って
中々ないですよ！",,ui\00_message\pawn\talk\stage\feature0014\persona06.gmd,\pw_talk\pt_feature0014_persona06.arc,pt_feature0014_persona06.arc,0
0,,"覚者さま！
ちょっとだけ川に足を浸けにいきませんか？
きっと冷たくて気持ちいいですよ",,ui\00_message\pawn\talk\stage\feature0014\persona06.gmd,\pw_talk\pt_feature0014_persona06.arc,pt_feature0014_persona06.arc,1
0,,"さっき、すごくきれいな色をした鳥がいましたよ！
鳴き声はあんまりきれいじゃなかったけど――",,ui\00_message\pawn\talk\stage\feature0014\persona06.gmd,\pw_talk\pt_feature0014_persona06.arc,pt_feature0014_persona06.arc,2
0,,"こんなにきれいな場所なのに
ハイキングに来る人もいないんですね
不思議だなぁ",,ui\00_message\pawn\talk\stage\feature0014\persona06.gmd,\pw_talk\pt_feature0014_persona06.arc,pt_feature0014_persona06.arc,3
0,,"ねぇ、覚者さま
このきれいな景色に侵食魔は似合いませんよね――
ここを守るためにも、ぼくたちがんばりましょうね！",,ui\00_message\pawn\talk\stage\feature0014\persona06.gmd,\pw_talk\pt_feature0014_persona06.arc,pt_feature0014_persona06.arc,4
0,,"川のせせらぎを聞いて、木漏れ日を眺めてると
リラックスするのか眠くなってきちまう――",,ui\00_message\pawn\talk\stage\feature0014\persona07.gmd,\pw_talk\pt_feature0014_persona07.arc,pt_feature0014_persona07.arc,0
0,,"浅瀬ならヒュージブルも出ませんし
ひざ下だけ水に浸かってみるってのは
どうですかい？",,ui\00_message\pawn\talk\stage\feature0014\persona07.gmd,\pw_talk\pt_feature0014_persona07.arc,pt_feature0014_persona07.arc,1
0,,"やたら派手な鳥やら虫やらがいますがね
何せここら辺にゃ色鮮やかな花も
いっぱい咲いてるでしょう？
おかげで、あんまり派手だと思わなくなりましてね",,ui\00_message\pawn\talk\stage\feature0014\persona07.gmd,\pw_talk\pt_feature0014_persona07.arc,pt_feature0014_persona07.arc,2
0,,"どうやらここら辺には村が無いみたいですね
自然には恵まれてるみたいですが――
ま、何かの理由があるんでしょう",,ui\00_message\pawn\talk\stage\feature0014\persona07.gmd,\pw_talk\pt_feature0014_persona07.arc,pt_feature0014_persona07.arc,3
0,,"こりゃあ、夢みたいにきれいな森ですぜ
こんな場所が侵食で荒らされるのを
黙って見ているわけにはいきません",,ui\00_message\pawn\talk\stage\feature0014\persona07.gmd,\pw_talk\pt_feature0014_persona07.arc,pt_feature0014_persona07.arc,4
0,,"色とりどりのお花がとっても綺麗！
木漏れ日も素敵だし――あたし、ここになら
何時間でもいられそうよ",,ui\00_message\pawn\talk\stage\feature0014\persona08.gmd,\pw_talk\pt_feature0014_persona08.arc,pt_feature0014_persona08.arc,0
0,,"川の水もすごく澄んでるわ――
手や足だけでも、水に浸けてみません？
きっとスッキリした気持ちになると思うの",,ui\00_message\pawn\talk\stage\feature0014\persona08.gmd,\pw_talk\pt_feature0014_persona08.arc,pt_feature0014_persona08.arc,1
0,,"フィンダムの魔物って、色合いが綺麗よね
こういった自然の中で生きてきたからかしら",,ui\00_message\pawn\talk\stage\feature0014\persona08.gmd,\pw_talk\pt_feature0014_persona08.arc,pt_feature0014_persona08.arc,2
0,,"綺麗な森なのに人がいない、と言えばいいのか
人がいないからこそ森が綺麗、と言えばいいのか
どちらなんでしょうね",,ui\00_message\pawn\talk\stage\feature0014\persona08.gmd,\pw_talk\pt_feature0014_persona08.arc,pt_feature0014_persona08.arc,3
0,,"ねぇ、こんなにきれいな場所なんですもの
侵食魔なんて似合わないわ――
この自然はどうにかして守らないと",,ui\00_message\pawn\talk\stage\feature0014\persona08.gmd,\pw_talk\pt_feature0014_persona08.arc,pt_feature0014_persona08.arc,4
0,,"遠くに見える山といい、緑の草木といい
雄大な景色ですね――",,ui\00_message\pawn\talk\stage\feature0015\persona01.gmd,\pw_talk\pt_feature0015_persona01.arc,pt_feature0015_persona01.arc,0
0,,"すり鉢状になった、高低差のある地形ですね
足を滑らせないようにお気をつけください",,ui\00_message\pawn\talk\stage\feature0015\persona01.gmd,\pw_talk\pt_feature0015_persona01.arc,pt_feature0015_persona01.arc,1
0,,"風景は綺麗ですが
いつ魔物が飛び出してくるかわかりません
警戒を怠らないようにしなければ",,ui\00_message\pawn\talk\stage\feature0015\persona01.gmd,\pw_talk\pt_feature0015_persona01.arc,pt_feature0015_persona01.arc,2
0,,"白っぽい岩壁が目立ちますね
石灰質の土壌なのでしょうか",,ui\00_message\pawn\talk\stage\feature0015\persona01.gmd,\pw_talk\pt_feature0015_persona01.arc,pt_feature0015_persona01.arc,3
0,,"この辺りには侵食魔は少ないようです
それよりも、ピクシーをよく見かけます
――あの羽根もフィンダムの自然の中では
あまり目立たないものですね",,ui\00_message\pawn\talk\stage\feature0015\persona01.gmd,\pw_talk\pt_feature0015_persona01.arc,pt_feature0015_persona01.arc,4
0,,"遠くに大きな青い樹が見えます
いい眺めですね――",,ui\00_message\pawn\talk\stage\feature0015\persona02.gmd,\pw_talk\pt_feature0015_persona02.arc,pt_feature0015_persona02.arc,0
0,,"結構、高低差があります
高いところからあんまり下を覗くと
怖くなるかも――",,ui\00_message\pawn\talk\stage\feature0015\persona02.gmd,\pw_talk\pt_feature0015_persona02.arc,pt_feature0015_persona02.arc,1
