"0","","ジョブマスター：シーカー","Job Master: Seeker","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","94"
"0","","海岸沿いの崖、見ましたか――？
もしあそこで足を踏み外したら――
うう、考えないようにします","海岸沿いの崖、見ましたか――？
もしあそこで足を踏み外したら――
うう、考えないようにします","ui\00_message\pawn\talk\stage\feature0012\persona02.gmd","\pw_talk\pt_feature0012_persona02.arc","pt_feature0012_persona02.arc","2"
"0","","高いところから海を見渡してみるとあまりに大きくて
自分には何がなんだかわからなくなってきます","高いところから海を見渡してみるとあまりに大きくて
自分には何がなんだかわからなくなってきます","ui\00_message\pawn\talk\stage\feature0012\persona02.gmd","\pw_talk\pt_feature0012_persona02.arc","pt_feature0012_persona02.arc","3"
"0","","資材になりそうなものは確保しておきましょう
案外レスタニアのものと同じように
使えるかも知れませんし――","資材になりそうなものは確保しておきましょう
案外レスタニアのものと同じように
使えるかも知れませんし――","ui\00_message\pawn\talk\stage\feature0012\persona02.gmd","\pw_talk\pt_feature0012_persona02.arc","pt_feature0012_persona02.arc","4"
"0","","まさかレスタニアを離れての冒険ができるとは！
危険であることを踏まえても、胸が高鳴ります！","まさかレスタニアを離れての冒険ができるとは！
危険であることを踏まえても、胸が高鳴ります！","ui\00_message\pawn\talk\stage\feature0012\persona03.gmd","\pw_talk\pt_feature0012_persona03.arc","pt_feature0012_persona03.arc","0"
"0","","新手の侵食魔はもちろん、魔物以外にも
脅威となるものがあるかも知れません
注意しておくにこしたことはないですね！","新手の侵食魔はもちろん、魔物以外にも
脅威となるものがあるかも知れません
注意しておくにこしたことはないですね！","ui\00_message\pawn\talk\stage\feature0012\persona03.gmd","\pw_talk\pt_feature0012_persona03.arc","pt_feature0012_persona03.arc","1"
"0","","マスター、足元にはご注意を！
高低差が多い地形です","マスター、足元にはご注意を！
高低差が多い地形です","ui\00_message\pawn\talk\stage\feature0012\persona03.gmd","\pw_talk\pt_feature0012_persona03.arc","pt_feature0012_persona03.arc","2"
"0","","大海原を一望するというのは気分が良いものですね！","大海原を一望するというのは気分が良いものですね！","ui\00_message\pawn\talk\stage\feature0012\persona03.gmd","\pw_talk\pt_feature0012_persona03.arc","pt_feature0012_persona03.arc","3"
"0","","採取も大切な調査の一つです！
役立ちそうなものがあれば持ち帰りましょう","採取も大切な調査の一つです！
役立ちそうなものがあれば持ち帰りましょう","ui\00_message\pawn\talk\stage\feature0012\persona03.gmd","\pw_talk\pt_feature0012_persona03.arc","pt_feature0012_persona03.arc","4"
"0","","採取も大切な調査の一つです！
役立ちそうなものがあれば持ち帰りましょう","採取も大切な調査の一つです！
役立ちそうなものがあれば持ち帰りましょう","ui\00_message\pawn\talk\stage\feature0012\persona04.gmd","\pw_talk\pt_feature0012_persona04.arc","pt_feature0012_persona04.arc","0"
"0","","採取も大切な調査の一つです！
役立ちそうなものがあれば持ち帰りましょう","採取も大切な調査の一つです！
役立ちそうなものがあれば持ち帰りましょう","ui\00_message\pawn\talk\stage\feature0012\persona04.gmd","\pw_talk\pt_feature0012_persona04.arc","pt_feature0012_persona04.arc","1"
"0","","周囲を海に囲まれた孤島故、
落下の危険性には常に留意を","周囲を海に囲まれた孤島故、
落下の危険性には常に留意を","ui\00_message\pawn\talk\stage\feature0012\persona04.gmd","\pw_talk\pt_feature0012_persona04.arc","pt_feature0012_persona04.arc","2"
"0","","広大な海を目にすると、
初心に立ち返ることができるという――","広大な海を目にすると、
初心に立ち返ることができるという――","ui\00_message\pawn\talk\stage\feature0012\persona04.gmd","\pw_talk\pt_feature0012_persona04.arc","pt_feature0012_persona04.arc","3"
"0","","たとえ未知の物であっても採取を勧める
利用方法を含め、綿密なる調査を","たとえ未知の物であっても採取を勧める
利用方法を含め、綿密なる調査を","ui\00_message\pawn\talk\stage\feature0012\persona04.gmd","\pw_talk\pt_feature0012_persona04.arc","pt_feature0012_persona04.arc","4"
"0","","ここにいると何だか胸騒ぎがします
悲しみ、焦りに似た――形容しがたい気分です","ここにいると何だか胸騒ぎがします
悲しみ、焦りに似た――形容しがたい気分です","ui\00_message\pawn\talk\stage\feature0012\persona05.gmd","\pw_talk\pt_feature0012_persona05.arc","pt_feature0012_persona05.arc","0"
"0","","侵食魔との交戦時にはご注意を、覚者さま
侵食状態はかなり厄介ですからね","侵食魔との交戦時にはご注意を、覚者さま
侵食状態はかなり厄介ですからね","ui\00_message\pawn\talk\stage\feature0012\persona05.gmd","\pw_talk\pt_feature0012_persona05.arc","pt_feature0012_persona05.arc","1"
"0","","まさに絶海の孤島といった島ですね
海が見えるのは素敵ですが、足を滑らせると事ですよ
くれぐれもお気をつけて","まさに絶海の孤島といった島ですね
海が見えるのは素敵ですが、足を滑らせると事ですよ
くれぐれもお気をつけて","ui\00_message\pawn\talk\stage\feature0012\persona05.gmd","\pw_talk\pt_feature0012_persona05.arc","pt_feature0012_persona05.arc","2"
"0","","海に囲まれているからか、風が心地いいですね
異変が起きていなければ趣のある島だったでしょうに","海に囲まれているからか、風が心地いいですね
異変が起きていなければ趣のある島だったでしょうに","ui\00_message\pawn\talk\stage\feature0012\persona05.gmd","\pw_talk\pt_feature0012_persona05.arc","pt_feature0012_persona05.arc","3"
"0","","レスタニアでは見ないものが多いですね
是非持ち帰り、その真価を問いたいものです","レスタニアでは見ないものが多いですね
是非持ち帰り、その真価を問いたいものです","ui\00_message\pawn\talk\stage\feature0012\persona05.gmd","\pw_talk\pt_feature0012_persona05.arc","pt_feature0012_persona05.arc","4"
"0","","うーん、なんでしょう？
この島に立った時から、変な気分です――
何だかざわざわします","うーん、なんでしょう？
この島に立った時から、変な気分です――
何だかざわざわします","ui\00_message\pawn\talk\stage\feature0012\persona06.gmd","\pw_talk\pt_feature0012_persona06.arc","pt_feature0012_persona06.arc","0"
"0","","あのキノコが生えたみたいな魔物、
変な粉を飛ばしたりして気持ち悪いですよね
死角から襲われないように気を付けなきゃ","あのキノコが生えたみたいな魔物、
変な粉を飛ばしたりして気持ち悪いですよね
死角から襲われないように気を付けなきゃ","ui\00_message\pawn\talk\stage\feature0012\persona06.gmd","\pw_talk\pt_feature0012_persona06.arc","pt_feature0012_persona06.arc","1"
"0","","海を覗いたら、吸い込まれちゃいそうでした――！
あ、落ちちゃうと大変ですから、
覚者さまも足元には注意してくださいね","海を覗いたら、吸い込まれちゃいそうでした――！
あ、落ちちゃうと大変ですから、
覚者さまも足元には注意してくださいね","ui\00_message\pawn\talk\stage\feature0012\persona06.gmd","\pw_talk\pt_feature0012_persona06.arc","pt_feature0012_persona06.arc","2"
"0","","ブリアの浜辺から見る海と
この島から見下ろす海は全然違いますね！","ブリアの浜辺から見る海と
この島から見下ろす海は全然違いますね！","ui\00_message\pawn\talk\stage\feature0012\persona06.gmd","\pw_talk\pt_feature0012_persona06.arc","pt_feature0012_persona06.arc","3"
"0","","ここ、珍しいものがありそうですね！
色々探してみましょうよ、覚者さま！","ここ、珍しいものがありそうですね！
色々探してみましょうよ、覚者さま！","ui\00_message\pawn\talk\stage\feature0012\persona06.gmd","\pw_talk\pt_feature0012_persona06.arc","pt_feature0012_persona06.arc","4"
"0","","あんまり長居したいような雰囲気じゃありませんね
パッと見た感じはキレイな島なんですが、
何といってもコレじゃぁな――","あんまり長居したいような雰囲気じゃありませんね
パッと見た感じはキレイな島なんですが、
何といってもコレじゃぁな――","ui\00_message\pawn\talk\stage\feature0012\persona07.gmd","\pw_talk\pt_feature0012_persona07.arc","pt_feature0012_persona07.arc","0"
"0","","何の前情報も無ぇ島ですからね、
今まで以上に警戒して探索していきましょう","何の前情報も無ぇ島ですからね、
今まで以上に警戒して探索していきましょう","ui\00_message\pawn\talk\stage\feature0012\persona07.gmd","\pw_talk\pt_feature0012_persona07.arc","pt_feature0012_persona07.arc","1"
"0","","おっと、覚者様！
足元には気を付けてくださいよ
あちこち岩と崖だらけですぜ","おっと、覚者様！
足元には気を付けてくださいよ
あちこち岩と崖だらけですぜ","ui\00_message\pawn\talk\stage\feature0012\persona07.gmd","\pw_talk\pt_feature0012_persona07.arc","pt_feature0012_persona07.arc","2"
"0","","海に囲まれた岩壁の孤島――
こりゃ何も起こらない方が不思議ってもんですぜ
いや、俺の勘ですがね","海に囲まれた岩壁の孤島――
こりゃ何も起こらない方が不思議ってもんですぜ
いや、俺の勘ですがね","ui\00_message\pawn\talk\stage\feature0012\persona07.gmd","\pw_talk\pt_feature0012_persona07.arc","pt_feature0012_persona07.arc","3"
"0","","何か見つけたら取り敢えず採って帰りましょうや
ま、損になるこたねぇでしょう","何か見つけたら取り敢えず採って帰りましょうや
ま、損になるこたねぇでしょう","ui\00_message\pawn\talk\stage\feature0012\persona07.gmd","\pw_talk\pt_feature0012_persona07.arc","pt_feature0012_persona07.arc","4"
"0","","マスター、足元にはお気をつけて
崖が多くて危ないわ","マスター、足元にはお気をつけて
崖が多くて危ないわ","ui\00_message\pawn\talk\stage\feature0012\persona08.gmd","\pw_talk\pt_feature0012_persona08.arc","pt_feature0012_persona08.arc","0"
"0","","ううん、海が近いと潮風でお肌が荒れちゃうのよね","ううん、海が近いと潮風でお肌が荒れちゃうのよね","ui\00_message\pawn\talk\stage\feature0012\persona08.gmd","\pw_talk\pt_feature0012_persona08.arc","pt_feature0012_persona08.arc","1"
"0","","持ち帰れるものは持ち帰りましょう
意外と有用な新素材になるかもしれないわ","持ち帰れるものは持ち帰りましょう
意外と有用な新素材になるかもしれないわ","ui\00_message\pawn\talk\stage\feature0012\persona08.gmd","\pw_talk\pt_feature0012_persona08.arc","pt_feature0012_persona08.arc","2"
"0","","マスターと共に青い海を臨む孤島へ――
もう、侵食魔さえ居なければ素敵な旅だったのに！","マスターと共に青い海を臨む孤島へ――
もう、侵食魔さえ居なければ素敵な旅だったのに！","ui\00_message\pawn\talk\stage\feature0012\persona08.gmd","\pw_talk\pt_feature0012_persona08.arc","pt_feature0012_persona08.arc","3"
"0","","マスターと共に青い海を臨む孤島へ――
もう、侵食魔さえ居なければ素敵な旅だったのに！","マスターと共に青い海を臨む孤島へ――
もう、侵食魔さえ居なければ素敵な旅だったのに！","ui\00_message\pawn\talk\stage\feature0012\persona08.gmd","\pw_talk\pt_feature0012_persona08.arc","pt_feature0012_persona08.arc","4"
"0","","これほど広い海を一望したのは初めてです
海の果てには何があるのでしょう――","これほど広い海を一望したのは初めてです
海の果てには何があるのでしょう――","ui\00_message\pawn\talk\stage\feature0013\persona01.gmd","\pw_talk\pt_feature0013_persona01.arc","pt_feature0013_persona01.arc","0"
"0","","何か使えそうなものがあれば持って帰りましょう","何か使えそうなものがあれば持って帰りましょう","ui\00_message\pawn\talk\stage\feature0013\persona01.gmd","\pw_talk\pt_feature0013_persona01.arc","pt_feature0013_persona01.arc","1"
"0","","大地に変色が見られますね
元々このような地質なのか、それとも――
どちらにせよ、何だか禍々しいような印象を受けます","大地に変色が見られますね
元々このような地質なのか、それとも――
どちらにせよ、何だか禍々しいような印象を受けます","ui\00_message\pawn\talk\stage\feature0013\persona01.gmd","\pw_talk\pt_feature0013_persona01.arc","pt_feature0013_persona01.arc","2"
"0","","この地は全てが未知の領域です
覚者さま、くれぐれもお気をつけください","この地は全てが未知の領域です
覚者さま、くれぐれもお気をつけください","ui\00_message\pawn\talk\stage\feature0013\persona01.gmd","\pw_talk\pt_feature0013_persona01.arc","pt_feature0013_persona01.arc","3"
"0","","切り立った岩で構成された島のようですね
足元にはくれぐれもご注意を","切り立った岩で構成された島のようですね
足元にはくれぐれもご注意を","ui\00_message\pawn\talk\stage\feature0013\persona01.gmd","\pw_talk\pt_feature0013_persona01.arc","pt_feature0013_persona01.arc","4"
"0","","何だか怖いです――
妙な胸騒ぎがして――","何だか怖いです――
妙な胸騒ぎがして――","ui\00_message\pawn\talk\stage\feature0013\persona02.gmd","\pw_talk\pt_feature0013_persona02.arc","pt_feature0013_persona02.arc","0"
"0","","か、覚者さま！
何が出てくるかわからない島です
もっと慎重に、慎重に――","か、覚者さま！
何が出てくるかわからない島です
もっと慎重に、慎重に――","ui\00_message\pawn\talk\stage\feature0013\persona02.gmd","\pw_talk\pt_feature0013_persona02.arc","pt_feature0013_persona02.arc","1"
"0","","海岸沿いの崖、見ましたか――？
もしあそこで足を踏み外したら――
うう、考えないようにします","海岸沿いの崖、見ましたか――？
もしあそこで足を踏み外したら――
うう、考えないようにします","ui\00_message\pawn\talk\stage\feature0013\persona02.gmd","\pw_talk\pt_feature0013_persona02.arc","pt_feature0013_persona02.arc","2"
"0","","高いところから海を見渡してみるとあまりに大きくて
自分には何がなんだかわからなくなってきます","高いところから海を見渡してみるとあまりに大きくて
自分には何がなんだかわからなくなってきます","ui\00_message\pawn\talk\stage\feature0013\persona02.gmd","\pw_talk\pt_feature0013_persona02.arc","pt_feature0013_persona02.arc","3"
"0","","資材になりそうなものは確保しておきましょう
案外レスタニアのものと同じように
使えるかも知れませんし――","資材になりそうなものは確保しておきましょう
案外レスタニアのものと同じように
使えるかも知れませんし――","ui\00_message\pawn\talk\stage\feature0013\persona02.gmd","\pw_talk\pt_feature0013_persona02.arc","pt_feature0013_persona02.arc","4"
"0","","まさかレスタニアを離れての冒険ができるとは！
危険であることを踏まえても、胸が高鳴ります！","まさかレスタニアを離れての冒険ができるとは！
危険であることを踏まえても、胸が高鳴ります！","ui\00_message\pawn\talk\stage\feature0013\persona03.gmd","\pw_talk\pt_feature0013_persona03.arc","pt_feature0013_persona03.arc","0"
"0","","新手の侵食魔はもちろん、魔物以外にも
脅威となるものがあるかも知れません
注意しておくにこしたことはないですね！","新手の侵食魔はもちろん、魔物以外にも
脅威となるものがあるかも知れません
注意しておくにこしたことはないですね！","ui\00_message\pawn\talk\stage\feature0013\persona03.gmd","\pw_talk\pt_feature0013_persona03.arc","pt_feature0013_persona03.arc","1"
"0","","マスター、足元にはご注意を！
高低差が多い地形です","マスター、足元にはご注意を！
高低差が多い地形です","ui\00_message\pawn\talk\stage\feature0013\persona03.gmd","\pw_talk\pt_feature0013_persona03.arc","pt_feature0013_persona03.arc","2"
"0","","大海原を一望するというのは気分が良いものですね！","大海原を一望するというのは気分が良いものですね！","ui\00_message\pawn\talk\stage\feature0013\persona03.gmd","\pw_talk\pt_feature0013_persona03.arc","pt_feature0013_persona03.arc","3"
"0","","採取も大切な調査の一つです！
役立ちそうなものがあれば持ち帰りましょう","採取も大切な調査の一つです！
役立ちそうなものがあれば持ち帰りましょう","ui\00_message\pawn\talk\stage\feature0013\persona03.gmd","\pw_talk\pt_feature0013_persona03.arc","pt_feature0013_persona03.arc","4"
"0","","この島に充満する不穏な空気
侵食魔によるものか、それとも――","この島に充満する不穏な空気
侵食魔によるものか、それとも――","ui\00_message\pawn\talk\stage\feature0013\persona04.gmd","\pw_talk\pt_feature0013_persona04.arc","pt_feature0013_persona04.arc","0"
"0","","ここは前人未到の地
地理、魔物、自然物――
全てにおいて警戒を怠らぬよう","ここは前人未到の地
地理、魔物、自然物――
全てにおいて警戒を怠らぬよう","ui\00_message\pawn\talk\stage\feature0013\persona04.gmd","\pw_talk\pt_feature0013_persona04.arc","pt_feature0013_persona04.arc","1"
"0","","周囲を海に囲まれた孤島故、
落下の危険性には常に留意を","周囲を海に囲まれた孤島故、
落下の危険性には常に留意を","ui\00_message\pawn\talk\stage\feature0013\persona04.gmd","\pw_talk\pt_feature0013_persona04.arc","pt_feature0013_persona04.arc","2"
"0","","広大な海を目にすると、
初心に立ち返ることができるという――","広大な海を目にすると、
初心に立ち返ることができるという――","ui\00_message\pawn\talk\stage\feature0013\persona04.gmd","\pw_talk\pt_feature0013_persona04.arc","pt_feature0013_persona04.arc","3"
"0","","たとえ未知の物であっても採取を勧める
利用方法を含め、綿密なる調査を","たとえ未知の物であっても採取を勧める
利用方法を含め、綿密なる調査を","ui\00_message\pawn\talk\stage\feature0013\persona04.gmd","\pw_talk\pt_feature0013_persona04.arc","pt_feature0013_persona04.arc","4"
"0","","ここにいると何だか胸騒ぎがします
悲しみ、焦りに似た――形容しがたい気分です","ここにいると何だか胸騒ぎがします
悲しみ、焦りに似た――形容しがたい気分です","ui\00_message\pawn\talk\stage\feature0013\persona05.gmd","\pw_talk\pt_feature0013_persona05.arc","pt_feature0013_persona05.arc","0"
"0","","侵食魔との交戦時にはご注意を、覚者さま
侵食状態はかなり厄介ですからね","侵食魔との交戦時にはご注意を、覚者さま
侵食状態はかなり厄介ですからね","ui\00_message\pawn\talk\stage\feature0013\persona05.gmd","\pw_talk\pt_feature0013_persona05.arc","pt_feature0013_persona05.arc","1"
"0","","まさに絶海の孤島といった島ですね
海が見えるのは素敵ですが、足を滑らせると事ですよ
くれぐれもお気をつけて","まさに絶海の孤島といった島ですね
海が見えるのは素敵ですが、足を滑らせると事ですよ
くれぐれもお気をつけて","ui\00_message\pawn\talk\stage\feature0013\persona05.gmd","\pw_talk\pt_feature0013_persona05.arc","pt_feature0013_persona05.arc","2"
"0","","海に囲まれているからか、風が心地いいですね
異変が起きていなければ趣のある島だったでしょうに","海に囲まれているからか、風が心地いいですね
異変が起きていなければ趣のある島だったでしょうに","ui\00_message\pawn\talk\stage\feature0013\persona05.gmd","\pw_talk\pt_feature0013_persona05.arc","pt_feature0013_persona05.arc","3"
"0","","レスタニアでは見ないものが多いですね
是非持ち帰り、その真価を問いたいものです","レスタニアでは見ないものが多いですね
是非持ち帰り、その真価を問いたいものです","ui\00_message\pawn\talk\stage\feature0013\persona05.gmd","\pw_talk\pt_feature0013_persona05.arc","pt_feature0013_persona05.arc","4"
"0","","うーん、なんでしょう？
この島に立った時から、変な気分です――
何だかざわざわします","うーん、なんでしょう？
この島に立った時から、変な気分です――
何だかざわざわします","ui\00_message\pawn\talk\stage\feature0013\persona06.gmd","\pw_talk\pt_feature0013_persona06.arc","pt_feature0013_persona06.arc","0"
"0","","あのキノコが生えたみたいな魔物、
変な粉を飛ばしたりして気持ち悪いですよね
死角から襲われないように気を付けなきゃ","あのキノコが生えたみたいな魔物、
変な粉を飛ばしたりして気持ち悪いですよね
死角から襲われないように気を付けなきゃ","ui\00_message\pawn\talk\stage\feature0013\persona06.gmd","\pw_talk\pt_feature0013_persona06.arc","pt_feature0013_persona06.arc","1"
"0","","海を覗いたら、吸い込まれちゃいそうでした――！
あ、落ちちゃうと大変ですから、
覚者さまも足元には注意してくださいね","海を覗いたら、吸い込まれちゃいそうでした――！
あ、落ちちゃうと大変ですから、
覚者さまも足元には注意してくださいね","ui\00_message\pawn\talk\stage\feature0013\persona06.gmd","\pw_talk\pt_feature0013_persona06.arc","pt_feature0013_persona06.arc","2"
"0","","ブリアの浜辺から見る海と
この島から見下ろす海は全然違いますね！","ブリアの浜辺から見る海と
この島から見下ろす海は全然違いますね！","ui\00_message\pawn\talk\stage\feature0013\persona06.gmd","\pw_talk\pt_feature0013_persona06.arc","pt_feature0013_persona06.arc","3"
"0","","ここ、珍しいものがありそうですね！
色々探してみましょうよ、覚者さま！","ここ、珍しいものがありそうですね！
色々探してみましょうよ、覚者さま！","ui\00_message\pawn\talk\stage\feature0013\persona06.gmd","\pw_talk\pt_feature0013_persona06.arc","pt_feature0013_persona06.arc","4"
"0","","あんまり長居したいような雰囲気じゃありませんね
パッと見た感じはキレイな島なんですが、
何といってもコレじゃぁな――","あんまり長居したいような雰囲気じゃありませんね
パッと見た感じはキレイな島なんですが、
何といってもコレじゃぁな――","ui\00_message\pawn\talk\stage\feature0013\persona07.gmd","\pw_talk\pt_feature0013_persona07.arc","pt_feature0013_persona07.arc","0"
"0","","何の前情報も無ぇ島ですからね、
今まで以上に警戒して探索していきましょう","何の前情報も無ぇ島ですからね、
今まで以上に警戒して探索していきましょう","ui\00_message\pawn\talk\stage\feature0013\persona07.gmd","\pw_talk\pt_feature0013_persona07.arc","pt_feature0013_persona07.arc","1"
"0","","おっと、覚者様！
足元には気を付けてくださいよ
あちこち岩と崖だらけですぜ","おっと、覚者様！
足元には気を付けてくださいよ
あちこち岩と崖だらけですぜ","ui\00_message\pawn\talk\stage\feature0013\persona07.gmd","\pw_talk\pt_feature0013_persona07.arc","pt_feature0013_persona07.arc","2"
"0","","海に囲まれた岩壁の孤島――
こりゃ何も起こらない方が不思議ってもんですぜ
いや、俺の勘ですがね","海に囲まれた岩壁の孤島――
こりゃ何も起こらない方が不思議ってもんですぜ
いや、俺の勘ですがね","ui\00_message\pawn\talk\stage\feature0013\persona07.gmd","\pw_talk\pt_feature0013_persona07.arc","pt_feature0013_persona07.arc","3"
"0","","何か見つけたら取り敢えず採って帰りましょうや
ま、損になるこたねぇでしょう","何か見つけたら取り敢えず採って帰りましょうや
ま、損になるこたねぇでしょう","ui\00_message\pawn\talk\stage\feature0013\persona07.gmd","\pw_talk\pt_feature0013_persona07.arc","pt_feature0013_persona07.arc","4"
"0","","マスター、足元にはお気をつけて
崖が多くて危ないわ","マスター、足元にはお気をつけて
崖が多くて危ないわ","ui\00_message\pawn\talk\stage\feature0013\persona08.gmd","\pw_talk\pt_feature0013_persona08.arc","pt_feature0013_persona08.arc","0"
"0","","ううん、海が近いと潮風でお肌が荒れちゃうのよね","ううん、海が近いと潮風でお肌が荒れちゃうのよね","ui\00_message\pawn\talk\stage\feature0013\persona08.gmd","\pw_talk\pt_feature0013_persona08.arc","pt_feature0013_persona08.arc","1"
"0","","持ち帰れるものは持ち帰りましょう
意外と有用な新素材になるかもしれないわ","持ち帰れるものは持ち帰りましょう
意外と有用な新素材になるかもしれないわ","ui\00_message\pawn\talk\stage\feature0013\persona08.gmd","\pw_talk\pt_feature0013_persona08.arc","pt_feature0013_persona08.arc","2"
"0","","マスターと共に青い海を臨む孤島へ――
もう、侵食魔さえ居なければ素敵な旅だったのに！","マスターと共に青い海を臨む孤島へ――
もう、侵食魔さえ居なければ素敵な旅だったのに！","ui\00_message\pawn\talk\stage\feature0013\persona08.gmd","\pw_talk\pt_feature0013_persona08.arc","pt_feature0013_persona08.arc","3"
"0","","この島では何が起こるかわからないから、
いつも以上に注意してほしいの――お願いよ","この島では何が起こるかわからないから、
いつも以上に注意してほしいの――お願いよ","ui\00_message\pawn\talk\stage\feature0013\persona08.gmd","\pw_talk\pt_feature0013_persona08.arc","pt_feature0013_persona08.arc","4"
"0","","美しい自然に恵まれた場所ですね
――そこにも花が咲いていますよ！","美しい自然に恵まれた場所ですね
――そこにも花が咲いていますよ！","ui\00_message\pawn\talk\stage\feature0014\persona01.gmd","\pw_talk\pt_feature0014_persona01.arc","pt_feature0014_persona01.arc","0"
"0","","澄んだ水が流れる、きれいな川がありますね
ただし、水辺に棲む魔物もいるのでご注意ください","澄んだ水が流れる、きれいな川がありますね
ただし、水辺に棲む魔物もいるのでご注意ください","ui\00_message\pawn\talk\stage\feature0014\persona01.gmd","\pw_talk\pt_feature0014_persona01.arc","pt_feature0014_persona01.arc","1"
"0","","フィンダムの魔物は鮮やかな体色をしていますね！
この辺りは、特にそういった魔物が多いのでしょうか","フィンダムの魔物は鮮やかな体色をしていますね！
この辺りは、特にそういった魔物が多いのでしょうか","ui\00_message\pawn\talk\stage\feature0014\persona01.gmd","\pw_talk\pt_feature0014_persona01.arc","pt_feature0014_persona01.arc","2"
"0","","周辺に村は無いのでしょうか
あまり人の気配がしません","周辺に村は無いのでしょうか
あまり人の気配がしません","ui\00_message\pawn\talk\stage\feature0014\persona01.gmd","\pw_talk\pt_feature0014_persona01.arc","pt_feature0014_persona01.arc","3"
"0","","このような美しい森が侵食魔に
侵されないよう、力を尽くさなければいけませんね","このような美しい森が侵食魔に
侵されないよう、力を尽くさなければいけませんね","ui\00_message\pawn\talk\stage\feature0014\persona01.gmd","\pw_talk\pt_feature0014_persona01.arc","pt_feature0014_persona01.arc","4"
"0","","川のせせらぎが聞こえてきます――
なんだか落ち着きますね","川のせせらぎが聞こえてきます――
なんだか落ち着きますね","ui\00_message\pawn\talk\stage\feature0014\persona02.gmd","\pw_talk\pt_feature0014_persona02.arc","pt_feature0014_persona02.arc","0"
"0","","川の水がすごくきれい――
足を浸したら気持ちが良さそうです","川の水がすごくきれい――
足を浸したら気持ちが良さそうです","ui\00_message\pawn\talk\stage\feature0014\persona02.gmd","\pw_talk\pt_feature0014_persona02.arc","pt_feature0014_persona02.arc","1"
"0","","フィンダムの魔物って
キラキラした色のものが多いですよね
ちょっとかわいいな、なんて――","フィンダムの魔物って
キラキラした色のものが多いですよね
ちょっとかわいいな、なんて――","ui\00_message\pawn\talk\stage\feature0014\persona02.gmd","\pw_talk\pt_feature0014_persona02.arc","pt_feature0014_persona02.arc","2"
"0","","動物の気配はします――
でも、あまり人の気配はしないみたいです","動物の気配はします――
でも、あまり人の気配はしないみたいです","ui\00_message\pawn\talk\stage\feature0014\persona02.gmd","\pw_talk\pt_feature0014_persona02.arc","pt_feature0014_persona02.arc","3"
"0","","ここ、とてもきれいですよね
荒れ果ててしまわないように
侵食のこと、どうにかしないと――","ここ、とてもきれいですよね
荒れ果ててしまわないように
侵食のこと、どうにかしないと――","ui\00_message\pawn\talk\stage\feature0014\persona02.gmd","\pw_talk\pt_feature0014_persona02.arc","pt_feature0014_persona02.arc","4"
"0","","マスター、深呼吸すると気持ちが良いですよ！
木々が多く、水が澄んでいるお陰でしょうね","マスター、深呼吸すると気持ちが良いですよ！
木々が多く、水が澄んでいるお陰でしょうね","ui\00_message\pawn\talk\stage\feature0014\persona03.gmd","\pw_talk\pt_feature0014_persona03.arc","pt_feature0014_persona03.arc","0"
"0","","ああ、きれいな川や湖を見ると
泳ぎたくなってしまいます！
後で、浅瀬に足を浸けにいきませんか？","ああ、きれいな川や湖を見ると
泳ぎたくなってしまいます！
後で、浅瀬に足を浸けにいきませんか？","ui\00_message\pawn\talk\stage\feature0014\persona03.gmd","\pw_talk\pt_feature0014_persona03.arc","pt_feature0014_persona03.arc","1"
"0","","先ほど、美しい小鳥を見たのですが
近寄ってみると、鮮やかな色をした虫でした――","先ほど、美しい小鳥を見たのですが
近寄ってみると、鮮やかな色をした虫でした――","ui\00_message\pawn\talk\stage\feature0014\persona03.gmd","\pw_talk\pt_feature0014_persona03.arc","pt_feature0014_persona03.arc","2"
"0","","これほど自然に恵まれているというのに
人の気配があまりしません、不思議です","これほど自然に恵まれているというのに
人の気配があまりしません、不思議です","ui\00_message\pawn\talk\stage\feature0014\persona03.gmd","\pw_talk\pt_feature0014_persona03.arc","pt_feature0014_persona03.arc","3"
"0","","この美しい自然を守り抜くのも
我々の使命の一つなのでしょうね、マスター！","この美しい自然を守り抜くのも
我々の使命の一つなのでしょうね、マスター！","ui\00_message\pawn\talk\stage\feature0014\persona03.gmd","\pw_talk\pt_feature0014_persona03.arc","pt_feature0014_persona03.arc","4"
"0","","豊富かつ澄んだ湧き水――
木々もその恩恵を受けている","豊富かつ澄んだ湧き水――
木々もその恩恵を受けている","ui\00_message\pawn\talk\stage\feature0014\persona04.gmd","\pw_talk\pt_feature0014_persona04.arc","pt_feature0014_persona04.arc","0"
"0","","水辺には水棲の魔物も潜む
近寄る際には警戒を怠らぬよう進言する","水辺には水棲の魔物も潜む
近寄る際には警戒を怠らぬよう進言する","ui\00_message\pawn\talk\stage\feature0014\persona04.gmd","\pw_talk\pt_feature0014_persona04.arc","pt_feature0014_persona04.arc","1"
"0","","生物は棲息地の影響を受けると聞く
フィンダムの魔物の体色は
この大陸の植物に影響されているのか――","生物は棲息地の影響を受けると聞く
フィンダムの魔物の体色は
この大陸の植物に影響されているのか――","ui\00_message\pawn\talk\stage\feature0014\persona04.gmd","\pw_talk\pt_feature0014_persona04.arc","pt_feature0014_persona04.arc","2"
"0","","人の気配は少ない
周辺に村が存在しない様子","人の気配は少ない
周辺に村が存在しない様子","ui\00_message\pawn\talk\stage\feature0014\persona04.gmd","\pw_talk\pt_feature0014_persona04.arc","pt_feature0014_persona04.arc","3"
